KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq6_1-seq6_158	870	0	870	870	4441	3498	4369	871	837	33	34
seq6_1-seq6_143	870	0	870	870	3611	8	865	857	813	57	44
seq6_1-seq6_180	870	0	870	870	8844	8012	8837	825	774	96	51
seq6_1-seq6_186	870	0	870	870	15534	5208	6090	882	828	42	54
seq6_1-seq6_69	870	0	870	870	10760	3154	4029	875	820	50	55
seq6_1-seq6_109	870	0	870	870	17253	6591	7465	874	823	47	51
seq6_1-seq6_110	870	0	870	870	16390	5122	5982	860	811	59	49
seq6_1-seq6_42	870	0	870	870	9777	3862	4713	851	804	66	47
seq6_1-seq6_57	870	125	870	745	13169	2	743	741	697	48	44
seq6_1-seq6_121	870	366	870	504	622	12	503	491	476	28	15
seq6_1-seq6_115	870	0	523	523	11665	11118	11649	531	497	26	34
seq6_2-seq6_66	1821	0	1821	1821	5994	2301	4143	1842	1731	90	111
seq6_2-seq6_82	1821	0	1821	1821	9175	7308	9123	1815	1725	96	90
seq6_2-seq6_36	1821	0	1821	1821	7238	1163	2956	1793	1711	110	82
seq6_2-seq6_32	1821	0	1732	1732	6344	4597	6329	1732	1629	103	103
seq6_2-seq6_97	1821	0	881	881	21392	20504	21385	881	834	47	47
seq6_2-seq6_9	1821	0	670	670	1714	1028	1695	667	639	31	28
seq6_3-seq6_42	3263	0	3263	3263	9777	5868	9132	3264	3090	173	174
seq6_3-seq6_57	3263	0	3263	3263	13169	1908	5181	3273	3088	175	185
seq6_3-seq6_69	3263	0	3263	3263	10760	5200	8468	3268	3088	175	180
seq6_3-seq6_94	3263	541	3263	2722	15066	2	2742	2740	2564	158	176
seq6_3-seq6_67	3263	2354	3263	909	5757	4	922	918	852	57	66
seq6_3-seq6_84	3263	2540	3263	723	2497	2	751	749	700	23	49
seq6_4-seq6_57	1356	0	1356	1356	13169	10132	11510	1378	1285	71	93
seq6_4-seq6_89	1356	0	1356	1356	1956	110	1451	1341	1268	88	73
seq6_4-seq6_94	1356	0	1356	1356	15066	7687	9028	1341	1262	94	79
seq6_4-seq6_68	1356	0	809	809	1264	442	1247	805	762	47	43
seq6_5-seq6_93	1678	0	1678	1678	22313	9005	10645	1640	1559	119	81
seq6_5-seq6_74	1678	3	1678	1675	9347	518	2188	1670	1580	95	90
seq6_5-seq6_54	1678	0	1678	1678	7540	2061	3718	1657	1561	117	96
seq6_5-seq6_56	1678	3	1678	1675	12243	8388	10087	1699	1583	92	116
seq6_5-seq6_99	1678	0	1678	1678	19673	8747	10420	1673	1560	118	113
seq6_5-seq6_91	1678	0	1046	1046	16784	15744	16779	1035	974	72	61
seq6_5-seq6_77	1678	0	820	820	3896	3028	3850	822	770	50	52
seq6_6-seq6_99	2752	0	2752	2752	19673	10723	13456	2733	2587	165	146
seq6_6-seq6_93	2752	0	2752	2752	22313	10950	13670	2720	2589	163	131
seq6_6-seq6_74	2752	0	2752	2752	9347	2490	5228	2738	2598	154	140
seq6_6-seq6_97	2752	634	2752	2118	21392	0	2092	2092	1990	128	102
seq6_6-seq6_7	2752	2141	2752	611	1868	5	618	613	576	35	37
seq6_7-seq6_97	1868	4	1868	1864	21392	1497	3362	1865	1759	105	106
seq6_7-seq6_93	1868	0	1868	1868	22313	13065	14925	1860	1754	114	106
seq6_7-seq6_99	1868	0	1868	1868	19673	12854	14705	1851	1739	129	112
seq6_7-seq6_74	1868	0	1160	1160	9347	4617	5766	1149	1095	65	54
seq6_8-seq6_97	3588	0	3588	3588	21392	13531	17166	3635	3417	171	218
seq6_8-seq6_82	3588	0	3588	3588	9175	361	3958	3597	3370	218	227
seq6_8-seq6_98	3588	0	1119	1119	7449	6319	7441	1122	1057	62	65
seq6_9-seq6_97	1714	0	1714	1714	21392	19484	21195	1711	1613	101	98
seq6_10-seq6_140	1319	0	1319	1319	25000	13199	14562	1363	1267	52	96
seq6_10-seq6_177	1319	0	1319	1319	19044	9421	10763	1342	1260	59	82
seq6_10-seq6_54	1319	0	1319	1319	7540	62	1419	1357	1257	62	100
seq6_10-seq6_194	1319	0	1319	1319	29362	9364	10724	1360	1258	61	102
seq6_10-seq6_165	1319	0	1232	1232	3924	2649	3918	1269	1176	56	93
seq6_10-seq6_123	1319	0	1319	1319	17760	11733	13091	1358	1255	64	103
seq6_10-seq6_107	1319	0	1319	1319	13053	8878	10192	1314	1232	87	82
seq6_10-seq6_163	1319	0	1319	1319	2633	770	2111	1341	1246	73	95
seq6_10-seq6_99	1319	0	1319	1319	19673	6730	8076	1346	1260	59	86
seq6_10-seq6_77	1319	0	1319	1319	3896	1027	2363	1336	1243	76	93
seq6_10-seq6_88	1319	0	1319	1319	5563	3659	4986	1327	1243	76	84
seq6_10-seq6_91	1319	0	1319	1319	16784	13743	15077	1334	1243	76	91
seq6_10-seq6_56	1319	0	1319	1319	12243	6377	7720	1343	1242	77	101
seq6_10-seq6_184	1319	0	1319	1319	14853	12084	13412	1328	1244	75	84
seq6_10-seq6_190	1319	0	1319	1319	29461	18129	19447	1318	1223	96	95
seq6_10-seq6_128	1319	0	1031	1031	21392	18881	19933	1052	975	56	77
seq6_10-seq6_45	1319	551	1319	768	972	2	781	779	735	33	44
seq6_10-seq6_182	1319	469	1319	850	26521	0	880	880	811	39	69
seq6_10-seq6_51	1319	0	734	734	2152	1380	2144	764	702	32	62
seq6_10-seq6_52	1319	662	1319	657	1729	27	670	643	612	45	31
seq6_10-seq6_101	1319	0	504	504	4861	4318	4842	524	489	15	35
seq6_10-seq6_93	1319	2	1319	1317	22313	7370	8359	989	931	386	58
seq6_11-seq6_166	2446	0	2446	2446	4369	1378	3830	2452	2323	123	129
seq6_11-seq6_124	2446	0	2446	2446	12428	4360	6810	2450	2314	132	136
seq6_11-seq6_183	2446	0	2446	2446	22169	4736	7201	2465	2326	120	139
