KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq7_1-seq7_75	1458	2	1458	1456	4809	2576	4059	1483	1384	72	99
seq7_1-seq7_178	1458	0	1458	1458	21288	1043	2522	1479	1380	78	99
seq7_1-seq7_190	1458	0	1458	1458	6118	1044	2523	1479	1385	73	94
seq7_1-seq7_126	1458	0	1458	1458	4771	3135	4611	1476	1380	78	96
seq7_1-seq7_149	1458	0	1458	1458	2601	827	2307	1480	1380	78	100
seq7_1-seq7_63	1458	0	1458	1458	9798	3919	5386	1467	1378	80	89
seq7_1-seq7_167	1458	0	1458	1458	22175	4650	6149	1499	1399	59	100
seq7_1-seq7_155	1458	0	1458	1458	8196	4434	5877	1443	1355	103	88
seq7_1-seq7_35	1458	0	1458	1458	9161	5646	7102	1456	1361	97	95
seq7_1-seq7_185	1458	13	1458	1445	8373	0	1433	1433	1339	106	94
seq7_1-seq7_100	1458	425	1458	1033	7396	0	1040	1040	977	56	63
seq7_1-seq7_74	1458	544	1458	914	2038	17	928	911	854	60	57
seq7_1-seq7_94	1458	685	1458	773	1695	11	785	774	720	53	54
seq7_1-seq7_45	1458	753	1458	705	9308	1	711	710	664	41	46
seq7_1-seq7_14	1458	1029	1458	429	647	2	444	442	412	17	30
seq7_1-seq7_51	1458	0	463	463	4863	4380	4857	477	440	23	37
seq7_1-seq7_50	1458	1105	1458	353	8254	4	369	365	336	17	29
seq7_1-seq7_23	1458	1071	1458	387	4717	7	407	400	371	16	29
seq7_2-seq7_71	777	0	777	777	10897	4515	5291	776	726	51	50
seq7_2-seq7_43	777	0	777	777	9933	8133	8938	805	747	30	58
seq7_2-seq7_97	777	0	777	777	7006	4369	5156	787	736	41	51
seq7_2-seq7_69	777	0	777	777	8336	5455	6240	785	731	46	54
seq7_2-seq7_41	777	0	777	777	5615	2863	3650	787	730	47	57
seq7_2-seq7_88	777	0	777	777	15458	9586	10374	788	738	39	50
seq7_2-seq7_58	777	0	777	777	6579	3044	3812	768	729	48	39
seq7_2-seq7_99	777	0	777	777	15085	13444	14228	784	734	43	50
seq7_3-seq7_4	636	0	636	636	1990	176	836	660	613	23	47
seq7_3-seq7_55	636	0	636	636	12114	8123	8774	651	610	26	41
seq7_3-seq7_91	636	0	636	636	9715	3101	3716	615	584	52	31
seq7_4-seq7_91	1990	0	1990	1990	9715	2919	4891	1972	1870	120	102
seq7_4-seq7_55	1990	0	1990	1990	12114	7950	9895	1945	1847	143	98
seq7_5-seq7_50	1521	0	1521	1521	8254	1572	3075	1503	1425	96	78
seq7_5-seq7_63	1521	0	1521	1521	9798	6590	8080	1490	1419	102	71
seq7_6-seq7_82	615	0	615	615	12555	8172	8807	635	586	29	49
seq7_6-seq7_84	615	0	615	615	1639	1001	1621	620	580	35	40
seq7_6-seq7_73	615	0	615	615	7834	5770	6385	615	569	46	46
seq7_6-seq7_76	615	375	615	240	856	9	249	240	226	14	14
seq7_7-seq7_96	1226	0	1226	1226	1677	417	1631	1214	1151	75	63
seq7_7-seq7_99	1226	0	1226	1226	15085	2982	4182	1200	1140	86	60
seq7_7-seq7_92	1226	608	1226	618	1573	2	626	624	584	34	40
seq7_7-seq7_88	1226	943	1226	283	15458	3	282	279	263	20	16
seq7_8-seq7_82	2498	0	2498	2498	12555	4079	6603	2524	2372	126	152
seq7_8-seq7_81	2498	0	1788	1788	5433	3627	5421	1794	1680	108	114
seq7_10-seq7_167	922	2	922	920	22175	12046	12965	919	874	46	45
seq7_10-seq7_187	922	0	922	922	11766	5262	6197	935	886	36	49
seq7_10-seq7_166	922	2	922	920	8631	2664	3591	927	880	40	47
seq7_10-seq7_185	922	0	922	922	8373	7329	8257	928	873	49	55
seq7_10-seq7_45	922	2	922	920	9308	6588	7499	911	875	45	36
seq7_10-seq7_175	922	2	922	920	8949	5982	6889	907	857	63	50
seq7_10-seq7_178	922	2	922	920	21288	8392	9323	931	867	53	64
seq7_10-seq7_196	922	0	922	922	33107	25	951	926	863	59	63
seq7_10-seq7_37	922	0	922	922	4042	3082	4002	920	866	56	54
seq7_10-seq7_108	922	0	922	922	14057	3862	4783	921	866	56	55
seq7_10-seq7_50	922	0	922	922	8254	6201	7114	913	858	64	55
seq7_10-seq7_66	922	172	922	750	6082	1	760	759	714	36	45
seq7_10-seq7_9	922	2	483	481	3598	3115	3577	462	450	31	12
seq7_10-seq7_100	922	2	523	521	7396	6885	7388	503	484	37	19
seq7_11-seq7_150	1819	0	1819	1819	4454	302	2119	1817	1715	104	102
seq7_11-seq7_138	1819	0	1819	1819	4240	47	1882	1835	1724	95	111
seq7_11-seq7_182	1819	2	1819	1817	14266	6166	7978	1812	1705	112	107
seq7_11-seq7_91	1819	0	1819	1819	9715	6190	8023	1833	1728	91	105
seq7_11-seq7_53	1819	0	1819	1819	11308	714	2571	1857	1734	85	123
seq7_11-seq7_130	1819	0	1819	1819	21566	1498	3319	1821	1714	105	107
