KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq10_1-seq10_23	1204	0	1204	1204	4197	278	1476	1198	1136	68	62
seq10_1-seq10_139	1204	0	1204	1204	7798	5485	6690	1205	1136	68	69
seq10_1-seq10_98	1204	0	1204	1204	15974	9550	10741	1191	1131	73	60
seq10_1-seq10_157	1204	0	1204	1204	13262	6753	7952	1199	1141	63	58
seq10_1-seq10_66	1204	0	1204	1204	5378	2580	3766	1186	1126	78	60
seq10_1-seq10_87	1204	0	1204	1204	14203	3224	4424	1200	1135	69	65
seq10_1-seq10_138	1204	0	1204	1204	35732	29461	30640	1179	1117	87	62
seq10_1-seq10_171	1204	0	1013	1013	21799	20779	21789	1010	961	52	49
seq10_2-seq10_77	1411	0	1411	1411	14304	3268	4668	1400	1332	79	68
seq10_2-seq10_41	1411	0	1411	1411	5060	938	2342	1404	1322	89	82
seq10_2-seq10_51	1411	405	1411	1006	1979	0	1019	1019	964	42	55
seq10_2-seq10_89	1411	0	1030	1030	1451	437	1444	1007	958	72	49
seq10_2-seq10_71	1411	0	1009	1009	10769	9710	10713	1003	956	53	47
seq10_2-seq10_97	1411	0	799	799	6284	5486	6277	791	757	42	34
seq10_2-seq10_93	1411	628	1411	783	6687	2	791	789	734	49	55
seq10_2-seq10_67	1411	589	1411	822	5260	0	816	816	772	50	44
seq10_3-seq10_96	1515	0	1515	1515	15029	12530	14021	1491	1408	107	83
seq10_3-seq10_71	1515	3	1515	1512	10769	7258	8761	1503	1414	98	89
seq10_3-seq10_97	1515	0	1515	1515	6284	3045	4548	1503	1417	98	86
seq10_3-seq10_77	1515	3	1515	1512	14304	828	2323	1495	1405	107	90
seq10_3-seq10_69	1515	317	1515	1198	1545	10	1193	1183	1121	77	62
seq10_3-seq10_33	1515	3	905	902	1271	351	1263	912	850	52	62
seq10_4-seq10_96	1877	0	1877	1877	15029	54	1928	1874	1762	115	112
seq10_4-seq10_91	1877	0	1346	1346	4757	3405	4725	1320	1257	89	63
seq10_4-seq10_8	1877	0	771	771	940	140	919	779	717	54	62
seq10_5-seq10_81	1376	0	1376	1376	10562	927	2282	1355	1295	81	60
seq10_5-seq10_94	1376	0	1376	1376	9314	6780	8137	1357	1304	72	53
seq10_5-seq10_58	1376	0	1376	1376	4001	2114	3463	1349	1288	88	61
seq10_6-seq10_87	4465	0	4465	4465	14203	6988	11408	4420	4190	275	230
seq10_6-seq10_88	4465	0	4465	4465	14646	2690	7137	4447	4192	273	255
seq10_6-seq10_98	4465	0	2723	2723	15974	13269	15965	2696	2572	151	124
seq10_6-seq10_62	4465	2181	4465	2284	13634	2	2325	2323	2151	133	172
seq10_6-seq10_84	4465	0	740	740	1299	570	1293	723	694	46	29
seq10_8-seq10_91	940	0	940	940	4757	3264	4198	934	869	71	65
seq10_8-seq10_96	940	116	940	824	15029	35	867	832	767	57	65
seq10_10-seq10_190	2960	0	2960	2960	16355	1355	4318	2963	2807	153	156
seq10_10-seq10_179	2960	0	2960	2960	5700	2638	5566	2928	2778	182	150
seq10_10-seq10_77	2960	0	2960	2960	14304	8027	10986	2959	2791	169	168
seq10_10-seq10_175	2960	0	2960	2960	6881	473	3422	2949	2780	180	169
seq10_10-seq10_174	2960	0	2960	2960	20576	6646	9577	2931	2775	185	156
seq10_10-seq10_106	2960	0	2960	2960	23557	14965	17918	2953	2764	196	189
seq10_10-seq10_93	2960	0	2532	2532	6687	4158	6675	2517	2373	159	144
seq10_10-seq10_38	2960	669	2960	2291	5033	0	2307	2307	2159	132	148
seq10_10-seq10_167	2960	0	2073	2073	7564	5488	7560	2072	1956	117	116
seq10_10-seq10_164	2960	733	2960	2227	5996	7	2258	2251	2115	112	136
seq10_10-seq10_83	2960	838	2960	2122	8609	1	2134	2133	1986	136	147
seq10_10-seq10_48	2960	1237	2960	1723	2477	7	1734	1727	1638	85	89
seq10_10-seq10_180	2960	0	1672	1672	12536	10610	12274	1664	1579	93	85
seq10_10-seq10_76	2960	0	1450	1450	2830	1261	2676	1415	1334	116	81
seq10_10-seq10_67	2960	0	1095	1095	5260	4173	5256	1083	1025	70	58
seq10_10-seq10_182	2960	0	676	676	11774	11088	11761	673	635	41	38
seq10_10-seq10_148	2960	597	1322	725	726	2	704	702	668	57	34
seq10_10-seq10_112	2960	2283	2960	677	4915	12	691	679	628	49	51
seq10_10-seq10_49	2960	1516	1877	361	455	16	390	374	345	16	29
seq10_11-seq10_98	2580	0	2580	2580	15974	12066	14633	2567	2439	141	128
seq10_11-seq10_87	2580	0	2580	2580	14203	5770	8336	2566	2445	135	121
seq10_11-seq10_13	2580	0	2580	2580	4398	356	2932	2576	2427	153	149
seq10_11-seq10_157	2580	0	2580	2580	13262	9316	11873	2557	2426	154	131
seq10_11-seq10_138	2580	0	2580	2580	35732	31998	34542	2544	2417	163	127
seq10_11-seq10_152	2580	0	2580	2580	16896	576	3139	2563	2420	160	143
seq10_11-seq10_88	2580	0	2580	2580	14646	1516	4049	2533	2409	171	124
seq10_11-seq10_23	2580	0	1403	1403	4197	2817	4190	1373	1308	95	65
seq10_11-seq10_142	2580	1069	2580	1511	14940	0	1514	1514	1429	82	85
seq10_11-seq10_135	2580	1127	2580	1453	22262	1	1475	1474	1389	64	85
seq10_11-seq10_6	2580	1218	2580	1362	4465	2	1385	1383	1299	63	84
seq10_11-seq10_145	2580	1227	2580	1353	14988	20	1368	1348	1287	66	61
seq10_11-seq10_84	2580	662	1944	1282	1299	7	1293	1286	1212	70	74
seq10_11-seq10_39	2580	430	1521	1091	1096	16	1087	1071	1016	75	55
seq10_11-seq10_56	2580	1719	2580	861	12560	2	870	868	830	31	38
