KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq9_1-seq9_190	2390	0	2390	2390	5778	3283	5710	2427	2277	113	150
seq9_1-seq9_105	2390	0	2390	2390	6473	1085	3508	2423	2264	126	159
seq9_1-seq9_141	2390	0	2390	2390	25591	21493	23920	2427	2253	137	174
seq9_1-seq9_186	2390	0	2390	2390	19443	5684	8101	2417	2250	140	167
seq9_1-seq9_83	2390	0	2390	2390	12797	2141	4546	2405	2251	139	154
seq9_1-seq9_191	2390	0	2390	2390	44129	36961	39385	2424	2266	124	158
seq9_1-seq9_194	2390	0	2390	2390	22825	13758	16191	2433	2260	130	173
seq9_1-seq9_33	2390	0	2390	2390	5046	1614	4028	2414	2250	140	164
seq9_1-seq9_158	2390	0	2301	2301	2842	492	2834	2342	2176	125	166
seq9_1-seq9_39	2390	0	2390	2390	5352	143	2550	2407	2235	155	172
seq9_1-seq9_180	2390	0	2390	2390	32134	12381	14772	2391	2218	172	173
seq9_1-seq9_119	2390	0	2390	2390	5932	1315	3717	2402	2233	157	169
seq9_1-seq9_5	2390	0	890	890	2599	1712	2593	881	832	58	49
seq9_1-seq9_14	2390	0	785	785	1401	582	1381	799	751	34	48
seq9_1-seq9_73	2390	1565	2390	825	2355	4	822	818	769	56	49
seq9_1-seq9_71	2390	0	711	711	2917	2194	2911	717	671	40	46
seq9_1-seq9_163	2390	0	613	613	7666	7042	7660	618	588	25	30
seq9_1-seq9_146	2390	1722	2390	668	766	1	657	656	615	53	41
seq9_1-seq9_15	2390	206	617	411	422	0	413	413	387	24	26
seq9_1-seq9_3	2390	0	408	408	1395	957	1368	411	384	24	27
seq9_2-seq9_42	1552	0	1552	1552	7003	3683	5268	1585	1481	71	104
seq9_2-seq9_66	1552	0	1552	1552	7881	4675	6252	1577	1471	81	106
seq9_2-seq9_62	1552	466	1552	1086	3698	20	1110	1090	1030	56	60
seq9_2-seq9_76	1552	0	726	726	12074	11338	12067	729	673	53	56
seq9_3-seq9_5	1395	2	1395	1393	2599	769	2142	1373	1308	85	65
seq9_3-seq9_33	1395	2	1395	1393	5046	693	2050	1357	1305	88	52
seq9_3-seq9_83	1395	0	1395	1395	12797	1215	2575	1360	1291	104	69
seq9_3-seq9_71	1395	2	1395	1393	2917	1283	2623	1340	1281	112	59
seq9_3-seq9_34	1395	2	1094	1092	3145	2056	3136	1080	1032	60	48
seq9_3-seq9_39	1395	820	1395	575	5352	5	566	561	532	43	29
seq9_3-seq9_78	1395	2	416	414	1280	877	1275	398	383	31	15
seq9_4-seq9_95	1132	0	1132	1132	13092	2565	3695	1130	1071	61	59
seq9_4-seq9_52	1132	2	1132	1130	12723	1299	2408	1109	1059	71	50
seq9_4-seq9_83	1132	0	1132	1132	12797	8755	9851	1096	1051	81	45
seq9_4-seq9_70	1132	456	1132	676	8397	4	664	660	638	38	22
seq9_5-seq9_83	2599	0	2599	2599	12797	451	3050	2599	2455	144	144
seq9_5-seq9_71	2599	0	2388	2388	2917	522	2878	2356	2230	158	126
seq9_5-seq9_78	2599	0	1181	1181	1280	99	1275	1176	1113	68	63
seq9_6-seq9_67	1117	0	1117	1117	9351	369	1474	1105	1052	65	53
seq9_6-seq9_97	1117	0	1117	1117	8534	4879	5974	1095	1043	74	52
seq9_7-seq9_72	1816	0	1816	1816	9410	2501	4294	1793	1709	107	84
seq9_7-seq9_94	1816	314	1816	1502	15951	1	1494	1493	1424	78	69
seq9_8-seq9_91	3414	0	2997	2997	12991	9977	12983	3006	2838	159	168
seq9_8-seq9_97	3414	1739	3414	1675	8534	0	1680	1680	1582	93	98
seq9_9-seq9_95	2673	1831	2673	842	13092	7	829	822	782	60	40
seq9_10-seq9_153	3041	0	3041	3041	27291	10229	13285	3056	2887	154	169
seq9_10-seq9_142	3041	0	3041	3041	33325	3432	6525	3093	2908	133	185
seq9_10-seq9_149	3041	0	3041	3041	26688	2965	6043	3078	2901	140	177
seq9_10-seq9_41	3041	0	3041	3041	5502	2313	5344	3031	2869	172	162
seq9_10-seq9_138	3041	0	3041	3041	6888	2765	5792	3027	2866	175	161
