KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq3_1-seq3_123	861	0	861	861	13887	93	967	874	814	47	60
seq3_1-seq3_182	861	0	861	861	48216	17812	18682	870	812	49	58
seq3_1-seq3_41	861	0	861	861	10031	5890	6767	877	815	46	62
seq3_1-seq3_120	861	0	861	861	13463	451	1320	869	809	52	60
seq3_1-seq3_191	861	0	861	861	33289	4948	5810	862	807	54	55
seq3_1-seq3_46	861	0	861	861	2942	1508	2381	873	807	54	66
seq3_1-seq3_111	861	0	861	861	9787	4746	5609	863	812	49	51
seq3_1-seq3_91	861	0	861	861	20419	13863	14736	873	805	56	68
seq3_1-seq3_90	861	0	861	861	5824	3901	4768	867	804	57	63
seq3_1-seq3_192	861	0	861	861	37156	3215	4071	856	794	67	62
seq3_1-seq3_137	861	0	861	861	8849	3939	4788	849	785	76	64
seq3_1-seq3_83	861	0	258	258	12499	12230	12476	246	236	22	10
seq3_2-seq3_60	1431	0	1431	1431	2593	1163	2592	1429	1352	79	77
seq3_2-seq3_4	1431	0	1431	1431	4217	1405	2880	1475	1363	68	112
seq3_2-seq3_84	1431	0	1431	1431	9671	7556	8993	1437	1343	88	94
seq3_2-seq3_92	1431	0	1431	1431	15831	12377	13812	1435	1343	88	92
seq3_2-seq3_87	1431	0	1431	1431	7723	4909	6351	1442	1345	86	97
seq3_2-seq3_76	1431	0	1431	1431	11521	7073	8516	1443	1358	73	85
seq3_2-seq3_81	1431	0	1431	1431	12913	683	2144	1461	1362	69	99
seq3_2-seq3_61	1431	213	1431	1218	1568	1	1222	1221	1134	84	87
seq3_2-seq3_86	1431	473	1431	958	2421	0	957	957	901	57	56
seq3_3-seq3_95	492	0	492	492	2122	1352	1857	505	475	17	30
seq3_3-seq3_70	492	0	492	492	1538	409	912	503	473	19	30
seq3_3-seq3_81	492	0	492	492	12913	4380	4875	495	465	27	30
seq3_3-seq3_76	492	0	492	492	11521	10802	11304	502	461	31	41
seq3_4-seq3_92	4217	0	4217	4217	15831	10954	15180	4226	4002	215	224
seq3_4-seq3_76	4217	0	4217	4217	11521	5670	9883	4213	4001	216	212
seq3_4-seq3_87	4217	0	4217	4217	7723	3488	7721	4233	3963	254	270
seq3_4-seq3_84	4217	0	3540	3540	9671	6109	9661	3552	3353	187	199
seq3_4-seq3_81	4217	737	4217	3480	12913	0	3479	3479	3269	211	210
seq3_4-seq3_60	4217	257	2847	2590	2593	3	2581	2578	2442	148	136
seq3_4-seq3_86	4217	1888	4217	2329	2421	0	2315	2315	2202	127	113
seq3_4-seq3_61	4217	1617	3213	1596	1568	0	1561	1561	1476	120	85
seq3_4-seq3_95	4217	3766	4217	451	2122	10	463	453	426	25	27
seq3_5-seq3_82	1049	0	1049	1049	6891	4555	5632	1077	985	64	92
seq3_6-seq3_91	2765	2	2765	2763	20419	15296	18040	2744	2586	177	158
seq3_6-seq3_90	2765	2	489	487	5824	5334	5818	484	462	25	22
seq3_7-seq3_98	518	2	518	516	2516	974	1514	540	495	21	45
seq3_8-seq3_91	2156	0	2156	2156	20419	6926	9092	2166	2046	110	120
seq3_8-seq3_83	2156	0	2156	2156	12499	5320	7452	2132	2018	138	114
seq3_8-seq3_94	2156	0	681	681	6945	6251	6923	672	644	37	28
seq3_9-seq3_92	635	3	635	632	15831	3456	4110	654	613	19	41
seq3_10-seq3_166	3621	0	3621	3621	36527	2894	6508	3614	3432	189	182
seq3_10-seq3_136	3621	0	3621	3621	9123	4619	8252	3633	3430	191	203
seq3_10-seq3_92	3621	0	3621	3621	15831	3220	6832	3612	3416	205	196
seq3_10-seq3_163	3621	0	3621	3621	20450	1078	4690	3612	3400	221	212
seq3_10-seq3_148	3621	0	3621	3621	8406	2216	5862	3646	3423	198	223
seq3_10-seq3_189	3621	0	3621	3621	35193	18626	22235	3609	3410	211	199
seq3_10-seq3_57	3621	958	3621	2663	5462	0	2637	2637	2493	170	144
seq3_10-seq3_185	3621	0	2688	2688	15578	12887	15570	2683	2530	158	153
seq3_10-seq3_168	3621	1760	3621	1861	7051	3	1890	1887	1780	81	107
seq3_10-seq3_84	3621	1708	3621	1913	9671	1	1918	1917	1797	116	120
seq3_10-seq3_76	3621	2134	3621	1487	11521	16	1478	1462	1389	98	73
seq3_10-seq3_14	3621	1664	2805	1141	1172	19	1165	1146	1085	56	61
seq3_10-seq3_48	3621	0	1259	1259	1744	454	1738	1284	1190	69	94
seq3_10-seq3_127	3621	1287	2085	798	802	1	782	781	735	63	46
seq3_10-seq3_192	3621	0	606	606	37156	36040	36657	617	582	24	35
seq3_10-seq3_9	3621	252	866	614	635	4	628	624	586	28	38
seq3_10-seq3_149	3621	996	1573	577	566	2	555	553	529	48	24
seq3_10-seq3_118	3621	0	432	432	5943	5504	5939	435	411	21	24
seq3_11-seq3_91	610	0	610	610	20419	1591	2197	606	576	34	30
seq3_11-seq3_94	610	0	610	610	6945	910	1524	614	582	28	32
seq3_11-seq3_188	610	0	610	610	31018	24936	25547	611	580	30	31
seq3_11-seq3_59	610	0	610	610	11617	9557	10171	614	582	28	32
seq3_11-seq3_165	610	0	610	610	15336	11087	11690	603	582	28	21
seq3_11-seq3_83	610	2	610	608	12499	1	598	597	569	39	28
seq3_11-seq3_187	610	0	610	610	15652	3702	4316	614	580	30	34
seq3_11-seq3_182	610	0	610	610	48216	5561	6167	606	579	31	27
seq3_11-seq3_85	610	0	610	610	6383	4908	5519	611	577	33	34
seq3_11-seq3_27	610	0	610	610	2921	1719	2335	616	576	34	40
seq3_11-seq3_35	610	0	610	610	4599	2584	3184	600	564	46	36
seq3_11-seq3_15	610	142	610	468	738	2	467	465	445	23	20
seq3_11-seq3_62	610	338	610	272	2875	0	278	278	262	10	16
seq3_12-seq3_73	934	0	934	934	5366	4257	5198	941	882	52	59
seq3_12-seq3_81	934	0	934	934	12913	11953	12888	935	883	51	52
seq3_12-seq3_71	934	0	934	934	13056	2240	3157	917	865	69	52
seq3_12-seq3_143	934	0	934	934	7957	2855	3780	925	878	56	47
seq3_12-seq3_22	934	0	934	934	6132	4971	5911	940	884	50	56
seq3_12-seq3_158	934	0	934	934	19966	398	1325	927	872	62	55
seq3_12-seq3_166	934	0	934	934	36527	23438	24374	936	875	59	61
seq3_12-seq3_184	934	0	934	934	14250	6097	7030	933	874	60	59
seq3_12-seq3_124	934	0	407	407	7371	6944	7350	406	382	25	24
seq3_13-seq3_76	3101	0	3101	3101	11521	7700	10822	3122	2963	138	159
seq3_13-seq3_163	3101	0	3101	3101	20450	10889	13995	3106	2942	159	164
seq3_13-seq3_186	3101	0	3101	3101	7809	1533	4671	3138	2965	136	173
seq3_13-seq3_81	3101	2	3101	3099	12913	1301	4399	3098	2931	168	167
seq3_13-seq3_167	3101	0	3101	3101	10214	3131	6262	3131	2952	149	179
seq3_13-seq3_166	3101	2	3101	3099	36527	12749	15859	3110	2932	167	178
seq3_13-seq3_189	3101	0	3101	3101	35193	28442	31520	3078	2920	181	158
seq3_13-seq3_92	3101	0	2809	2809	15831	13014	15817	2803	2646	163	157
seq3_13-seq3_18	3101	0	2497	2497	3019	522	3009	2487	2355	142	132
seq3_13-seq3_86	3101	0	2307	2307	2421	139	2414	2275	2179	128	96
seq3_13-seq3_87	3101	0	2162	2162	7723	5531	7710	2179	2057	105	122
seq3_13-seq3_4	3101	0	2183	2183	4217	2031	4207	2176	2054	129	122
seq3_13-seq3_160	3101	1473	3101	1628	6495	0	1653	1653	1552	76	101
seq3_13-seq3_95	3101	1730	3101	1371	2122	3	1371	1368	1290	81	78
seq3_13-seq3_84	3101	0	1508	1508	9671	8185	9654	1469	1410	98	59
seq3_13-seq3_61	3101	0	1180	1180	1568	417	1562	1145	1095	85	50
seq3_13-seq3_60	3101	0	817	817	2593	1780	2587	807	773	44	34
seq3_13-seq3_2	3101	0	821	821	1431	619	1418	799	766	55	33
seq3_13-seq3_70	3101	2660	3101	441	1538	0	429	429	405	36	24
seq3_14-seq3_166	1172	0	1172	1172	36527	4539	5704	1165	1107	65	58
seq3_14-seq3_163	1172	0	1172	1172	20450	2728	3896	1168	1109	63	59
seq3_14-seq3_92	1172	0	1172	1172	15831	4872	6018	1146	1093	79	53
seq3_14-seq3_57	1172	0	1172	1172	5462	673	1840	1167	1106	66	61
seq3_14-seq3_148	1172	0	1172	1172	8406	3902	5052	1150	1094	78	56
seq3_14-seq3_168	1172	115	1172	1057	7051	3	1076	1073	1011	46	62
seq3_14-seq3_84	1172	64	1172	1108	9671	1	1123	1122	1055	53	67
seq3_14-seq3_189	1172	0	1172	1172	35193	20270	21431	1161	1098	74	63
seq3_14-seq3_185	1172	0	1049	1049	15578	14560	15570	1010	964	85	46
seq3_14-seq3_76	1172	495	1172	677	11521	16	682	666	632	45	34
