KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq2_1-seq2_143	0.19275990099009901	0.19797110359668	0.017771949898157709005	0.13076207124079907791	0.091053430737128591204	Good Overlap
seq2_1-seq2_152	0.14902705268153774	0.15104166666666666	0.013105915302381259734	0.098911584243858672525	0.0686432940758577747	Good Overlap
seq2_1-seq2_158	0.5298126064735945	0.5365239294710328	0.041181345969186292415	0.33898709108027460856	0.22707400540042031778	Good Overlap
seq2_1-seq2_186	0.10589835118137005	0.10711254455949754	0.010388049307855387915	0.06823639185304581564	0.04612902548366522549	Good Overlap
seq2_1-seq2_109	0.4080571799870045	0.4137709137709138	0.030144991829495696654	0.2593922884665289535	0.17232451683613992414	Good Overlap
seq2_1-seq2_122	0.0356897341888176	0.0355792368511516	0.00331873457381202429	0.022790560124438293258	0.015505572160788656634	Good Overlap
seq2_1-seq2_167	0.1484747378455672	0.1511047754811119	0.0144706037440487086175	0.09341796685231520937	0.06206006221847160156	Good Overlap
seq2_1-seq2_104	0.8158236057068742	0.8151041666666666	0.0812706579496144549	0.51166306820224446	0.34269581687521030042	Good Overlap
seq2_1-seq2_181	0.3389189189189189	0.3410560344827586	0.029171819038643431952	0.21487886601605348437	0.14469304559509871495	Good Overlap
seq2_1-seq2_191	0.07076957695769577	0.07160521582733813	0.0065379084161784348414	0.044346706790955489024	0.029495015315554792373	Good Overlap
seq2_1-seq2_172	0.05141409187510217	0.05118142424985692	0.0038522132822622508208	0.031294540258677135305	0.020400531184020479277	Good Overlap
seq2_1-seq2_170	0.15098415746519442	0.1499639509733237	0.012378068007814748759	0.089251983747538018485	0.057204412503951564206	Good Overlap
seq2_1-seq2_160	0.05036146535618553	0.049975621647976594	0.00398111187040836179	0.029937191717424273368	0.019241677798908469335	Good Overlap
seq2_1-seq2_126	0.03639846743295019	0.03561468742737625	0.0026880245369971436705	0.021388385606240808657	0.0135828963451871222114	Good Overlap
seq2_1-seq2_128	0.045832118915767994	0.04604064981423472	0.003646074548342903893	0.025764203170161537576	0.015836933834910148677	Good Overlap
seq2_1-seq2_82	0.08150551589876703	0.0795942255169723	0.006513929690157317921	0.0471853974447398631	0.029546213381331275815	Good Overlap
seq2_1-seq2_90	0.26812366737739873	0.26812366737739873	0.020933984722303378732	0.15959700563662558056	0.102826755163959984475	Good Overlap
seq2_2-seq2_43	0.12671791288143489	0.13137164040778498	0.012951452802757322217	0.07866802781675605675	0.050398641767711178772	Good Overlap
seq2_2-seq2_56	0.09417273673257023	0.09683555248141103	0.008982038635604755135	0.05881574069377876639	0.038242957619656607604	Good Overlap
seq2_2-seq2_48	0.583710407239819	0.5860517435320585	0.05403371140353466565	0.34676866125817149648	0.22096705348925157672	Good Overlap
seq2_2-seq2_80	0.061867935752528254	0.06320541760722348	0.0075927932649216024506	0.03744578200821581403	0.024230878283584489972	Good Overlap
seq2_3-seq2_73	0.3633070530577456	0.3631713554987212	0.031109985393325755685	0.2249043712101756263	0.14858782937395694179	Good Overlap
seq2_3-seq2_70	0.4998535871156662	0.4967589864466706	0.04174636291165864738	0.30942470481267363773	0.20444743386647942658	Good Overlap
seq2_3-seq2_51	0.48066298342541436	0.47948317478347297	0.041002202481419641338	0.2927410225123722446	0.19013794363947070684	Good Overlap
seq2_3-seq2_84	0.3224250449257543	0.3215266597215645	0.030050608317735514348	0.19817861644460755112	0.13047057250047442704	Good Overlap
seq2_3-seq2_44	0.3764632627646326	0.37521836785625157	0.03167468984861563202	0.22767441268345507142	0.14765166802547440628	Good Overlap
seq2_3-seq2_88	0.9940009229349331	0.9940257352941176	0.09457921168892211265	0.62164612750123636123	0.41473875129235686696	Good Overlap
seq2_3-seq2_60	0.9956437560503388	0.9955990220048899	0.083992502603697286373	0.60963747802545250086	0.39948571777868156137	Good Overlap
seq2_3-seq2_37	0.991166077738516	0.9913119026933102	0.07560668645954966089	0.6391554146016996942	0.43515184630289123203	Good Overlap
seq2_3-seq2_9	0.315859499733901	0.3145827779258864	0.025337966618515751272	0.18522467599503189702	0.11611873533545985535	Good Overlap
seq2_3-seq2_63	0.15046777546777546	0.14858705560619873	0.014280025525237912761	0.090881927532721541675	0.058919191749000059606	Good Overlap
seq2_3-seq2_4	0.7434733257661748	0.7431818181818182	0.050194818511631460025	0.48398438529620762952	0.33347883828023273573	Good Overlap
seq2_3-seq2_78	0.9792060491493384	0.9794776119402985	0.074503701522808305386	0.60916853550334613607	0.401943725048599553	Good Overlap
seq2_4-seq2_73	0.07100141350440362	0.07110241356816699	0.0042466684319841093074	0.04917091630581353841	0.035283703993743649205	Good Overlap
seq2_4-seq2_84	0.060579793893864975	0.059855421686746985	0.004579360078262965695	0.041780363074578117244	0.030164720550139936245	Good Overlap
seq2_4-seq2_88	0.3294651866801211	0.3304785894206549	0.030519558154599392607	0.22212689704533246509	0.15649926405265456425	Good Overlap
seq2_4-seq2_70	0.09761257177394983	0.09611018616618738	0.006161757560292080477	0.06435730415922560752	0.044573066777207276943	Good Overlap
seq2_4-seq2_60	0.34863854778430325	0.3433799784714747	0.026527868593797640228	0.23198372525453594746	0.16209505970337711619	Good Overlap
seq2_4-seq2_51	0.0930944055944056	0.09216858684555929	0.0065233426135777320187	0.0615058592489252038	0.04290043805298998622	Good Overlap
seq2_4-seq2_44	0.05862112909392125	0.05573309472069538	0.004430045550132627651	0.037969374084429795397	0.025955742325331432724	Good Overlap
seq2_4-seq2_78	0.8859649122807017	0.8866279069767442	0.06753849760697182631	0.5944694118759708267	0.4155976857960041249	Good Overlap
seq2_5-seq2_55	0.6645185746777862	0.6657223796033994	0.05739939961896846335	0.40053506982497923141	0.25724970997749942202	Good Overlap
seq2_5-seq2_65	0.6944719635426986	0.6966955153422502	0.060934894618559584924	0.42019156320768303307	0.2723434574493290693	Good Overlap
seq2_5-seq2_6	0.16103568045468897	0.16420257942749292	0.01206605252987977884	0.09538030061594836736	0.05982989367681479833	Good Overlap
seq2_6-seq2_65	0.21822742474916387	0.21855411617216883	0.020101633835302593789	0.12696445328854956027	0.080172622940480305375	Good Overlap
seq2_7-seq2_86	0.5165985699693565	0.5165985699693565	0.042493190084051271354	0.32687507965990000806	0.21986948734871872094	Good Overlap
seq2_7-seq2_95	0.4211730449251248	0.41960375391032323	0.033114021037068143633	0.26253064220145805278	0.1731476273081271571	Good Overlap
seq2_7-seq2_97	0.5466090245879492	0.5477088948787062	0.042399775088720400472	0.33455293801426969977	0.21773236745541392336	Good Overlap
seq2_8-seq2_83	0.17986276062285564	0.17964625131995776	0.013872292023754456997	0.113353580380174142086	0.07586220416404340407	Good Overlap
seq2_8-seq2_91	0.27916251246261214	0.27829906168895985	0.023597400428435766945	0.1762024005020720012	0.11806879708685344702	Good Overlap
seq2_8-seq2_80	0.9921026653504442	0.9921026653504442	0.08263699027423957881	0.5705891682095363897	0.35707550594765083825	Good Overlap
seq2_10-seq2_180	0.07373119523888245	0.07388429752066115	0.0066960670558272850333	0.048625545624071971775	0.033455774751623374098	Good Overlap
seq2_10-seq2_47	0.39529724933451643	0.39124609200535954	0.033498653843314323206	0.2603005698218390297	0.18023900458107748356	Good Overlap
seq2_10-seq2_119	0.19605233976491462	0.19515985790408527	0.019072201039575244743	0.12782439824082379238	0.0879122473074940628	Good Overlap
