KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq1_1-seq1_149	0.5835526315789473	0.5886939571150097	0.044363760302737625534	0.39056664510012509045	0.2718912327656759882	Good Overlap
seq1_1-seq1_41	0.1717660728117738	0.17304717710750192	0.012816442823900799195	0.11002091862673769786	0.07434842343409497988	Good Overlap
seq1_1-seq1_144	0.6755521706016756	0.6767830045523521	0.05686349437663023324	0.43202647314123766097	0.28935721860568236087	Good Overlap
seq1_1-seq1_98	0.4715576820839979	0.4726790450928382	0.03717006617238179227	0.29439030496276630852	0.19387765405382647613	Good Overlap
seq1_1-seq1_113	0.7211382113821139	0.7209113100081367	0.054773749295231825647	0.4537737477609702385	0.30255728768787403687	Good Overlap
seq1_1-seq1_138	0.0331130772389592	0.03293256664924203	0.0025596911715894460804	0.021034857464065797405	0.0141744506936462333085	Good Overlap
seq1_1-seq1_186	0.09327024185068349	0.09346089150546678	0.00773911400110338028	0.060166805997705445348	0.040880280588082189693	Good Overlap
seq1_1-seq1_88	0.2118967988533206	0.211142993782879	0.015786480741095199887	0.13346338733666795312	0.08883104149359389322	Good Overlap
seq1_1-seq1_110	0.2597364568081991	0.2601697395376061	0.019175533406437372604	0.16327494386383694996	0.108160298323118481794	Good Overlap
seq1_1-seq1_188	0.05172313254417167	0.052054794520547946	0.0041187466149697610445	0.032414261188849432025	0.021447695699256749462	Good Overlap
seq1_1-seq1_76	0.2552517985611511	0.2533179457587998	0.019851790757157097925	0.16189152287224643756	0.108407046984414792186	Good Overlap
seq1_1-seq1_147	0.07523324851569127	0.0749978790192585	0.0058777690676293319247	0.046298577092250170298	0.030406278137917193706	Good Overlap
seq1_1-seq1_77	0.4119832791453785	0.41143654114365413	0.034622464297987844864	0.25008944194310566255	0.1624784300131107727	Good Overlap
seq1_1-seq1_45	0.4668421052631579	0.4628844114528102	0.041658048021588017766	0.28635459739193522518	0.18842223979123962813	Good Overlap
seq1_1-seq1_181	0.4457286432160804	0.446285140562249	0.033592112432050203043	0.2627659866673940676	0.16740821171955718348	Good Overlap
seq1_1-seq1_95	0.1971111111111111	0.19388665774207942	0.015189433573807968002	0.116284676747525755094	0.07352625694742956507	Good Overlap
seq1_1-seq1_92	1.0	1.0	0.08171272353125706744	0.62177524710673386625	0.40937603865660911553	Good Overlap
seq1_1-seq1_178	0.060209424083769635	0.05774278215223097	0.0049551613035930123225	0.038200682815310472105	0.025756008495007122487	Good Overlap
seq1_1-seq1_172	1.0	1.0	0.07854950353431323844	0.5797972954211043108	0.36367120265837158126	Good Overlap
seq1_1-seq1_127	0.9912790697674418	0.9915254237288136	0.080429801411868079313	0.60041914274345879656	0.3872504917862002442	Good Overlap
seq1_2-seq1_85	0.10215272136474411	0.1028814935064935	0.0079449394131068924604	0.062472729853823671914	0.040376117363034061837	Good Overlap
seq1_2-seq1_90	0.07361334699253622	0.07211961301671065	0.006049186732609910939	0.044868142066415526393	0.029360193393234665153	Good Overlap
seq1_2-seq1_35	0.04497094322753688	0.04522702895959957	0.004094864399535110941	0.027121380697516831867	0.017416208416928632964	Good Overlap
seq1_2-seq1_68	0.10442183931907827	0.09974958263772955	0.0103579720038184801125	0.060269761563321517068	0.038130333858575973513	Good Overlap
seq1_3-seq1_96	0.4774612333213127	0.4757597684515195	0.038894800704030872947	0.3110328683993791976	0.21339968095649056616	Good Overlap
seq1_3-seq1_74	0.1203526952095264	0.1195523610226549	0.0082860271732841677696	0.075720596950634499985	0.050526821607756345505	Good Overlap
seq1_3-seq1_48	0.20195241000610129	0.19951040391676866	0.017602018519405514584	0.12834061041813064349	0.086835420893847876434	Good Overlap
