KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq2_1-seq2_143	637	6	629	623	4575	2601	3245	644	603	20	41
seq2_1-seq2_152	637	1	629	628	7418	3578	4216	638	598	30	40
seq2_1-seq2_158	637	6	628	622	7455	543	1182	639	603	19	36
seq2_1-seq2_186	637	1	624	623	7348	5247	5878	631	596	27	35
seq2_1-seq2_109	637	1	629	628	8755	903	1546	643	604	24	39
seq2_1-seq2_122	637	1	624	623	23777	16820	17441	621	592	31	29
seq2_1-seq2_167	637	1	624	623	5829	3560	4196	636	594	29	42
seq2_1-seq2_104	637	1	630	629	5547	135	761	626	594	35	32
seq2_1-seq2_181	637	1	628	627	28270	1214	1847	633	593	34	40
seq2_1-seq2_191	637	1	630	629	10041	8252	8889	637	597	32	40
seq2_1-seq2_172	637	1	630	629	21788	11598	12224	626	593	36	33
seq2_1-seq2_170	637	1	630	629	12069	3530	4154	624	588	41	36
seq2_1-seq2_160	637	8	628	620	20354	11682	12297	615	579	41	36
seq2_1-seq2_126	637	1	628	627	23066	16590	17203	613	584	43	29
seq2_1-seq2_128	637	1	630	629	18543	13088	13720	632	591	38	41
seq2_1-seq2_82	637	1	629	628	14285	7069	7681	612	582	46	30
seq2_1-seq2_90	637	3	506	503	1750	1242	1745	503	472	31	31
seq2_2-seq2_43	550	0	544	544	6386	3743	4310	567	525	19	42
seq2_2-seq2_56	550	0	543	543	13419	5216	5776	560	518	25	42
seq2_2-seq2_48	550	27	543	516	2797	361	882	521	487	29	34
seq2_2-seq2_80	550	0	520	520	15849	7855	8387	532	489	31	43
seq2_3-seq2_73	3420	1	3411	3410	10154	5967	9375	3408	3215	195	193
seq2_3-seq2_70	3420	1	3415	3414	8941	3411	6783	3372	3195	219	177
seq2_3-seq2_51	3420	18	3411	3393	13207	3657	7034	3377	3200	193	177
seq2_3-seq2_84	3420	1	3410	3409	18963	7154	10549	3395	3201	208	194
seq2_3-seq2_44	3420	1	3024	3023	7634	4611	7618	3007	2841	182	166
seq2_3-seq2_88	3420	1254	3408	2154	14987	1	2164	2163	2041	113	122
seq2_3-seq2_60	3420	1354	3411	2057	6844	0	2036	2036	1925	132	111
seq2_3-seq2_37	3420	2289	3411	1122	2247	1	1142	1141	1074	48	67
seq2_3-seq2_9	3420	1	1188	1187	1535	339	1519	1180	1124	63	56
seq2_3-seq2_63	3420	0	1158	1158	5422	4276	5417	1141	1086	72	55
seq2_3-seq2_4	3420	2541	3196	655	696	2	656	654	621	34	33
seq2_3-seq2_78	3420	2892	3410	518	804	1	526	525	497	21	28
seq2_4-seq2_73	696	3	656	653	10154	8504	9158	654	626	27	28
seq2_4-seq2_84	696	28	657	629	18963	9715	10336	621	594	35	27
seq2_4-seq2_88	696	3	656	653	14987	1289	1945	656	619	34	37
seq2_4-seq2_70	696	3	649	646	8941	5925	6560	635	605	41	30
seq2_4-seq2_60	696	3	656	653	6844	1180	1818	638	611	42	27
seq2_4-seq2_51	696	17	656	639	13207	6185	6817	632	600	39	32
seq2_4-seq2_44	696	13	473	460	7634	7164	7600	436	423	37	13
seq2_4-seq2_78	696	354	657	303	804	0	305	305	290	13	15
seq2_5-seq2_55	3516	3	3509	3506	6945	1763	5288	3525	3319	187	206
seq2_5-seq2_65	3516	2	3507	3505	6466	1533	5075	3542	3314	191	228
seq2_5-seq2_6	3516	349	859	510	527	0	522	522	486	24	36
seq2_6-seq2_65	527	0	522	522	6466	1865	2388	523	493	29	30
seq2_7-seq2_86	2035	3	2026	2023	10431	1884	3907	2023	1914	109	109
seq2_7-seq2_95	2035	1	2026	2025	9086	2774	4786	2012	1921	104	91
seq2_7-seq2_97	2035	3	2026	2023	5648	1669	3701	2032	1920	103	112
seq2_8-seq2_83	1415	2	1365	1363	8551	6165	7526	1361	1293	70	68
seq2_8-seq2_91	1415	3	1403	1400	5596	3603	4997	1394	1324	76	70
seq2_8-seq2_80	1415	402	1407	1005	15849	0	1005	1005	944	61	61
seq2_10-seq2_180	900	2	894	892	25260	11200	12094	894	856	36	38
seq2_10-seq2_47	900	3	894	891	8392	1357	2233	876	844	47	32
seq2_10-seq2_119	900	9	893	884	14858	3618	4497	879	841	43	38
seq2_10-seq2_130	900	3	892	889	6522	1812	2690	878	841	48	37
seq2_10-seq2_153	900	5	894	889	3494	13	902	889	852	37	37
