KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq8_1-seq8_137	3021	0	3021	3021	23410	10793	13824	3031	2864	157	167
seq8_1-seq8_176	3021	0	3021	3021	17799	2063	5143	3080	2878	143	202
seq8_1-seq8_113	3021	0	3021	3021	19651	184	3233	3049	2854	167	195
seq8_1-seq8_147	3021	0	3021	3021	9735	4037	7094	3057	2861	160	196
seq8_1-seq8_185	3021	0	3021	3021	13919	3344	6388	3044	2849	172	195
seq8_1-seq8_175	3021	0	3021	3021	14675	1912	4980	3068	2876	145	192
seq8_1-seq8_119	3021	0	3021	3021	4248	260	3302	3042	2851	170	191
seq8_1-seq8_188	3021	0	3021	3021	22736	15289	18332	3043	2841	180	202
seq8_1-seq8_132	3021	0	3021	3021	18468	730	3780	3050	2856	165	194
seq8_1-seq8_160	3021	0	2153	2153	4114	1919	4103	2184	2051	102	133
seq8_1-seq8_141	3021	871	3021	2150	10384	0	2184	2184	2038	112	146
seq8_1-seq8_159	3021	0	1971	1971	2056	54	2050	1996	1879	92	117
seq8_1-seq8_98	3021	0	1757	1757	2209	450	2200	1750	1654	103	96
seq8_1-seq8_123	3021	0	1320	1320	4067	2745	4065	1320	1234	86	86
seq8_1-seq8_99	3021	2140	3021	881	3727	0	873	873	817	64	56
seq8_1-seq8_65	3021	2365	3021	656	7834	26	688	662	616	40	46
seq8_1-seq8_114	3021	2478	3021	543	2348	8	554	546	518	25	28
seq8_2-seq8_83	1225	133	1225	1092	4788	2643	3699	1056	1007	85	49
seq8_2-seq8_85	1225	133	1225	1092	6083	266	1342	1076	1023	69	53
seq8_2-seq8_66	1225	133	1225	1092	1956	397	1463	1066	1011	81	55
seq8_2-seq8_49	1225	133	1225	1092	15562	14091	15165	1074	1023	69	51
seq8_2-seq8_93	1225	126	1225	1099	8281	3142	4230	1088	1032	67	56
seq8_2-seq8_96	1225	133	1225	1092	11662	5466	6531	1065	1007	85	58
seq8_3-seq8_30	1263	2	1263	1261	3076	335	1611	1276	1186	75	90
seq8_3-seq8_60	1263	0	1150	1150	1835	704	1829	1125	1079	71	46
seq8_4-seq8_75	1997	0	1997	1997	8047	579	2604	2025	1905	92	120
seq8_4-seq8_52	1997	0	1997	1997	3059	491	2500	2009	1889	108	120
seq8_4-seq8_95	1997	0	1997	1997	9194	397	2401	2004	1877	120	127
seq8_4-seq8_65	1997	0	1189	1189	7834	6662	7826	1164	1103	86	61
seq8_5-seq8_69	941	0	941	941	13247	1598	2565	967	891	50	76
seq8_5-seq8_57	941	0	941	941	7237	586	1560	974	896	45	78
seq8_5-seq8_63	941	439	941	502	12785	2	530	528	482	20	46
seq8_6-seq8_79	2334	5	2334	2329	14802	7182	9500	2318	2196	133	122
