KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq6_1-seq6_158	870	4	864	860	4441	3501	4366	865	831	29	34
seq6_1-seq6_143	870	16	864	848	3611	16	862	846	802	46	44
seq6_1-seq6_180	870	0	804	804	8844	8012	8837	825	774	30	51
seq6_1-seq6_186	870	0	780	780	15534	5208	6008	800	750	30	50
seq6_1-seq6_69	870	0	864	864	10760	3154	4026	872	817	47	55
seq6_1-seq6_109	870	24	864	840	17253	6615	7462	847	800	40	47
seq6_1-seq6_110	870	0	802	802	16390	5122	5918	796	753	49	43
seq6_1-seq6_42	870	25	858	833	9777	3884	4702	818	777	56	41
seq6_1-seq6_57	870	125	858	733	13169	2	732	730	688	45	42
seq6_1-seq6_121	870	366	864	498	622	12	500	488	473	25	15
seq6_1-seq6_115	870	16	523	507	11665	11139	11649	510	481	26	29
seq6_2-seq6_66	1821	0	1816	1816	5994	2301	4143	1842	1731	85	111
seq6_2-seq6_82	1821	0	1806	1806	9175	7308	9114	1806	1716	90	90
seq6_2-seq6_36	1821	4	1820	1816	7238	1165	2955	1790	1708	108	82
seq6_2-seq6_32	1821	25	1732	1707	6344	4619	6329	1710	1611	96	99
seq6_2-seq6_97	1821	0	881	881	21392	20504	21385	881	834	47	47
seq6_2-seq6_9	1821	11	670	659	1714	1043	1695	652	628	31	24
seq6_3-seq6_42	3263	1	3256	3255	9777	5869	9132	3263	3089	166	174
seq6_3-seq6_57	3263	3	3239	3236	13169	1909	5163	3254	3070	166	184
seq6_3-seq6_69	3263	3	3208	3205	10760	5201	8414	3213	3042	163	171
seq6_3-seq6_94	3263	541	3243	2702	15066	2	2729	2727	2551	151	176
seq6_3-seq6_67	3263	2354	3256	902	5757	4	922	918	852	50	66
seq6_3-seq6_84	3263	2540	3256	716	2497	2	740	738	693	23	45
seq6_4-seq6_57	1356	0	1352	1352	13169	10132	11509	1377	1284	68	93
