KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq9_1-seq9_190	0.41413963328631875	0.4184459222961148	0.041282517037978275454	0.2603018807661217701	0.17224629128920229428	Good Overlap
seq9_1-seq9_105	0.6770472895040369	0.6809116809116809	0.066178922705458596485	0.4285494337593506605	0.28694686103603489258	Good Overlap
seq9_1-seq9_141	0.09897839557863004	0.100259218998244	0.0104159981019335785165	0.062361343267897531957	0.041562698564031255595	Good Overlap
seq9_1-seq9_186	0.2924563359345968	0.2950758978156238	0.030078394512650479914	0.1834422101678201027	0.122030803359678648656	Good Overlap
seq9_1-seq9_83	0.5264900662251656	0.5282603914669013	0.055510649374610851375	0.3264556863450810592	0.21546977599528312002	Good Overlap
seq9_1-seq9_191	0.06030495552731893	0.06121153650858129	0.006161182033620405153	0.037310724903870020374	0.024294758172176095596	Good Overlap
seq9_1-seq9_194	0.14696228401560663	0.14943806348030134	0.0143938501801736774965	0.09085083146306912595	0.059396446141308545913	Good Overlap
seq9_1-seq9_33	0.5958031476392706	0.5985111662531017	0.058281304500878139234	0.36283847059124073615	0.23690937439957374374	Good Overlap
seq9_1-seq9_158	0.7897667942916812	0.793362983236401	0.07241881915666679859	0.48445024101848771665	0.31796593120212831877	Good Overlap
seq9_1-seq9_39	0.9229553536151719	0.9234393404004712	0.09138803273412834965	0.5655601760054730232	0.3741917383321100275	Good Overlap
seq9_1-seq9_180	0.15772721116077476	0.15824027072758037	0.015721948837231957429	0.096179233303945712866	0.06284993022650123028	Good Overlap
seq9_1-seq9_119	0.6281393464758304	0.6298387096774194	0.06204559537887399377	0.3745272780323088896	0.2407178530746608372	Good Overlap
seq9_1-seq9_5	0.21628871007071446	0.21475690202785244	0.018858557176158457487	0.13641727702341548153	0.09191021838944652574	Good Overlap
seq9_1-seq9_14	0.2603570225665207	0.26456798392498326	0.026352312487429402267	0.16871552630424383978	0.11399976256218755163	Good Overlap
seq9_1-seq9_73	0.9613992762364294	0.961352657004831	0.10232538393672792179	0.58646396656847655073	0.38405794478154101784	Good Overlap
seq9_1-seq9_71	0.1449148843299869	0.14640522875816994	0.014120224562355502809	0.09550970186433430964	0.06564095911727925913	Good Overlap
seq9_1-seq9_163	0.06267232237539767	0.06336759563420578	0.006077231395973452898	0.040155682260723583663	0.026792042132113187558	Good Overlap
seq9_1-seq9_146	0.9103139013452914	0.9088145896656535	0.099235826098496387745	0.5421976951868015379	0.34643723895125898944	Good Overlap
seq9_1-seq9_15	0.18818681318681318	0.1889295516925892	0.020281400837332601953	0.122963985149974735145	0.08480572953258742599	Good Overlap
seq9_1-seq9_3	0.12190020914251569	0.12268656716417911	0.01009098926940112564	0.075382161670782523593	0.049812919586301113257	Good Overlap
seq9_2-seq9_42	0.2928598701794578	0.2968868640850418	0.028168612069554488091	0.17793403905634564575	0.114000926454019605615	Good Overlap
