KEY 	 READ1_LENGTH 	 READ1_START 	 READ1_END 	 READ1_OVL_LEN 	 READ2_LENGTH 	 READ2_START 	 READ2_END 	 READ2_OVL_LEN 	 MATCHES 	 INSERTIONS 	 DELETIONS 
seq9_1-seq9_190	2390	27	2376	2349	5778	3309	5700	2391	2241	108	150
seq9_1-seq9_105	2390	11	2359	2348	6473	1089	3479	2390	2233	115	157
seq9_1-seq9_141	2390	3	2367	2364	25591	21497	23895	2398	2231	133	167
seq9_1-seq9_186	2390	3	2364	2361	19443	5686	8077	2391	2230	131	161
seq9_1-seq9_83	2390	3	2388	2385	12797	2143	4545	2402	2248	137	154
seq9_1-seq9_191	2390	3	2376	2373	44129	36963	39374	2411	2253	120	158
seq9_1-seq9_194	2390	3	2376	2373	22825	13760	16180	2420	2247	126	173
seq9_1-seq9_33	2390	3	2388	2385	5046	1616	4028	2412	2248	137	164
seq9_1-seq9_158	2390	32	2301	2269	2842	515	2834	2319	2153	116	166
seq9_1-seq9_39	2390	22	2358	2336	5352	163	2515	2352	2187	149	165
seq9_1-seq9_180	2390	47	2376	2329	32134	12423	14761	2338	2167	162	171
seq9_1-seq9_119	2390	50	2376	2326	5932	1363	3706	2343	2177	149	166
seq9_1-seq9_5	2390	3	890	887	2599	1714	2593	879	830	57	49
seq9_1-seq9_14	2390	12	785	773	1401	591	1381	790	742	31	48
seq9_1-seq9_73	2390	1565	2362	797	2355	4	800	796	750	47	46
seq9_1-seq9_71	2390	47	711	664	2917	2239	2911	672	631	33	41
seq9_1-seq9_163	2390	22	613	591	7666	7062	7660	598	568	23	30
seq9_1-seq9_146	2390	1722	2331	609	766	1	599	598	564	45	34
seq9_1-seq9_15	2390	206	617	411	422	0	413	413	387	24	26
seq9_1-seq9_3	2390	0	408	408	1395	957	1368	411	384	24	27
seq9_2-seq9_42	1552	11	1545	1534	7003	3697	5261	1564	1463	71	101
seq9_2-seq9_66	1552	0	1536	1536	7881	4675	6243	1568	1462	74	106
seq9_2-seq9_62	1552	466	1542	1076	3698	20	1104	1084	1024	52	60
seq9_2-seq9_76	1552	0	726	726	12074	11338	12067	729	673	53	56
seq9_3-seq9_5	1395	2	1375	1373	2599	769	2125	1356	1294	79	62
seq9_3-seq9_33	1395	2	1375	1373	5046	693	2033	1340	1288	85	52
seq9_3-seq9_83	1395	6	1377	1371	12797	1220	2564	1344	1275	96	69
seq9_3-seq9_71	1395	2	1375	1373	2917	1283	2607	1324	1267	106	57
seq9_3-seq9_34	1395	2	1094	1092	3145	2056	3136	1080	1032	60	48
seq9_3-seq9_39	1395	820	1375	555	5352	5	550	545	516	39	29
seq9_3-seq9_78	1395	2	416	414	1280	877	1275	398	383	31	15
seq9_4-seq9_95	1132	26	1127	1101	13092	2599	3695	1096	1045	56	51
seq9_4-seq9_52	1132	2	1115	1113	12723	1299	2401	1102	1052	61	50
seq9_4-seq9_83	1132	20	1127	1107	12797	8780	9851	1071	1031	76	40
seq9_4-seq9_70	1132	456	1127	671	8397	4	664	660	638	33	22
seq9_5-seq9_83	2599	2	2593	2591	12797	453	3041	2588	2447	144	141
seq9_5-seq9_71	2599	2	2388	2386	2917	524	2878	2354	2228	158	126
seq9_5-seq9_78	2599	2	1181	1179	1280	101	1275	1174	1111	68	63
seq9_6-seq9_67	1117	5	1100	1095	9351	371	1462	1091	1038	57	53
seq9_6-seq9_97	1117	23	1110	1087	8534	4905	5968	1063	1016	71	47
seq9_7-seq9_72	1816	0	1797	1797	9410	2501	4278	1777	1693	104	84
seq9_7-seq9_94	1816	314	1797	1483	15951	1	1479	1478	1410	73	68
seq9_8-seq9_91	3414	78	2997	2919	12991	10063	12983	2920	2764	155	156
seq9_8-seq9_97	3414	1739	3406	1667	8534	0	1674	1674	1576	91	98
seq9_9-seq9_95	2673	1831	2668	837	13092	7	829	822	782	55	40
seq9_10-seq9_153	3041	0	2990	2990	27291	10229	13232	3003	2842	148	161
