seq1_88	seq1_110	627	0	-	+	+	100	0	19817	0	s	s
seq1_88	seq1_172	3741	0	-	+	+	97	0	17297	0	s	s
seq1_110	seq1_172	3125	0	-	+	+	94	0	16692	0	s	s
seq1_88	seq1_128	5489	0	-	+	+	100	0	15209	0	s	s
seq1_110	seq1_128	4855	0	-	+	+	98	0	14962	0	s	s
seq1_172	seq1_128	1733	0	-	+	+	100	0	15209	0	s	s
seq1_88	seq1_196	8271	0	-	+	+	77	0	12767	0	s	s
seq1_110	seq1_196	7630	0	-	+	+	74	0	12187	0	s	s
seq1_172	seq1_196	4528	0	-	+	+	80	0	13284	0	s	s
seq1_128	seq1_196	2782	0	-	+	+	82	0	12427	0	s	s
seq1_88	seq1_129	10739	0	-	+	+	83	0	10299	0	s	s
seq1_110	seq1_129	10114	0	-	+	+	78	0	9703	0	s	s
seq1_172	seq1_129	7007	0	-	+	+	87	0	10805	0	s	s
seq1_128	seq1_129	5256	0	-	+	+	80	0	9953	0	s	s
seq1_196	seq1_129	2497	0	-	+	+	100	0	12379	0	s	s
seq1_88	seq1_31	11159	0	-	+	+	87	0	9879	0	s	s
seq1_110	seq1_31	10534	0	-	+	+	82	0	9283	0	s	s
seq1_172	seq1_31	7414	0	-	+	+	92	0	10398	0	s	s
seq1_128	seq1_31	5673	0	-	+	+	84	0	9536	0	s	s
seq1_196	seq1_31	2880	0	-	+	+	100	0	11326	0	s	s
seq1_129	seq1_31	405	0	-	+	+	100	0	11326	0	s	s
seq1_88	seq1_59	11590	0	-	+	+	67	0	9448	0	s	s
seq1_110	seq1_59	10972	0	-	+	+	62	0	8845	0	s	s
seq1_172	seq1_59	7840	0	-	+	+	70	0	9972	0	s	s
seq1_128	seq1_59	6115	0	-	+	+	64	0	9094	0	s	s
seq1_196	seq1_59	3294	0	-	+	+	93	0	13216	0	s	s
seq1_129	seq1_59	787	0	-	+	+	94	0	11592	0	s	s
seq1_31	seq1_59	419	0	-	+	+	96	0	10907	0	s	s
seq1_88	seq1_70	12655	0	-	+	+	43	0	8383	0	s	s
seq1_110	seq1_70	12030	0	-	+	+	40	0	7787	0	s	s
seq1_172	seq1_70	8893	0	-	+	+	50	0	8919	0	s	s
seq1_128	seq1_70	7177	0	-	+	+	53	0	8032	0	s	s
seq1_196	seq1_70	4366	0	-	+	+	74	0	12144	0	s	s
seq1_129	seq1_70	1864	0	-	+	+	85	0	10515	0	s	s
seq1_31	seq1_70	1477	0	-	+	+	87	0	9849	0	s	s
seq1_59	seq1_70	1082	0	-	+	+	92	0	13105	0	s	s
seq1_88	seq1_122	12778	0	-	+	+	71	0	8260	0	s	s
seq1_110	seq1_122	12146	0	-	+	+	66	0	7671	0	s	s
seq1_172	seq1_122	9036	0	-	+	+	76	0	8776	0	s	s
seq1_128	seq1_122	7293	0	-	+	+	68	0	7916	0	s	s
seq1_196	seq1_122	4508	0	-	+	+	100	0	11601	0	s	s
seq1_129	seq1_122	1988	0	-	+	+	90	0	10391	0	s	s
seq1_31	seq1_122	1614	0	-	+	+	86	0	9712	0	s	s
seq1_59	seq1_122	1214	0	-	+	+	100	0	11601	0	s	s
seq1_70	seq1_122	132	0	-	+	+	100	0	11601	0	s	s
seq1_88	seq1_47	14052	0	-	+	+	62	0	6986	0	s	s
seq1_110	seq1_47	13434	0	-	+	+	57	0	6383	0	s	s
seq1_172	seq1_47	10311	0	-	+	+	67	0	7501	0	s	s
seq1_128	seq1_47	8576	0	-	+	+	59	0	6633	0	s	s
seq1_196	seq1_47	5761	0	-	+	+	95	0	10749	0	s	s
seq1_129	seq1_47	3276	0	-	+	+	81	0	9103	0	s	s
seq1_31	seq1_47	2882	0	-	+	+	75	0	8444	0	s	s
seq1_59	seq1_47	2483	0	-	+	+	100	0	11259	0	s	s
seq1_70	seq1_47	1396	0	-	+	+	100	0	11259	0	s	s
seq1_122	seq1_47	1248	0	-	+	+	92	0	10353	0	s	s
seq1_88	seq1_51	14100	0	-	+	+	100	0	6128	0	s	s
seq1_110	seq1_51	13464	0	-	+	+	100	0	6128	0	s	s
seq1_172	seq1_51	10330	0	-	+	+	100	0	6128	0	s	s
seq1_128	seq1_51	8604	0	-	+	+	100	0	6128	0	s	s
seq1_196	seq1_51	5819	0	-	+	+	100	0	6128	0	s	s
seq1_129	seq1_51	3357	0	-	+	+	100	0	6128	0	s	s
seq1_31	seq1_51	2923	0	-	+	+	100	0	6128	0	s	s
seq1_59	seq1_51	2490	0	-	+	+	100	0	6128	0	s	s
seq1_70	seq1_51	1430	0	-	+	+	100	0	6128	0	s	s
seq1_122	seq1_51	1318	0	-	+	+	100	0	6128	0	s	s
